hebrew_name,video_url,tracking_unit,position,intesity,english_name,english_description,hebrew_description
כפיפת מרפקים בפולי חד״כ תחתון חבל,,WEIGHT,standing,medium,Low Pulley rope Bicep Curl,"The exercise 'Low Pulley rope Bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים בפולי חד״כ תחתון חבל' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרחקת ירך במכונה יעודית חד״כ,,WEIGHT,seating,hard,Single-leg hip abduction on hip-abduction machine,"The exercise 'Single-leg hip abduction on hip-abduction machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרחקת ירך במכונה יעודית חד״כ' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פרפר משקולות יד בשיפוע חיובי איבר-בודד,https://www.youtube.com/watch?v=F4CA262dJvg,WEIGHT,supine,medium,Single-Arm Incline Dumbbell Fly,"The exercise 'Single-Arm Incline Dumbbell Fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פרפר משקולות יד בשיפוע חיובי איבר-בודד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת גב כיסא רומי איבר-בודד,https://www.youtube.com/watch?v=cd8RZ5aBPO0,WEIGHT,,hard,Single-leg Roman Chair Back Extension,"The exercise 'Single-leg Roman Chair Back Extension' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת גב כיסא רומי איבר-בודד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
חתירה מוט חופשי בישיבה באחיזת פרונציה לחזה,https://www.youtube.com/watch?v=PfrASwbSAxQ,WEIGHT,seating,medium,Seated cable row to chest,"The exercise 'Seated cable row to chest' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'חתירה מוט חופשי בישיבה באחיזת פרונציה לחזה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פרפר כבלים בשיפוע שלילי,https://www.youtube.com/watch?v=mgWrSy__3gk,WEIGHT,,medium,Seated Cable incline chest fly,"The exercise 'Seated Cable incline chest fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פרפר כבלים בשיפוע שלילי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת כתפיים משקולות יד איבר-בודד,https://www.youtube.com/watch?v=7_LndjLhXE4,WEIGHT,seating,medium,Single-Arm Dumbbell Shoulder Press,"The exercise 'Single-Arm Dumbbell Shoulder Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת כתפיים משקולות יד איבר-בודד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת ירך בפולי תחתון רצועות איבר-בודד,https://www.youtube.com/watch?v=JogdYOuT6qQ,WEIGHT,standing,medium,Single-Leg Cable Hip Extension,"The exercise 'Single-Leg Cable Hip Extension' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת ירך בפולי תחתון רצועות איבר-בודד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
סופרמן בשכיבה,https://www.youtube.com/watch?v=iImVaJRHXf8,WEIGHT,supine,low,Lying back extention Superman,"The exercise 'Lying back extention Superman' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'סופרמן בשכיבה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת ברכיים במכונה יעודית,https://www.youtube.com/watch?v=3u7wJSVFSJE,WEIGHT,seating,low,Leg curl on leg-curl machine,"The exercise 'Leg curl on leg-curl machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת ברכיים במכונה יעודית' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
סקול-קראשר מוט-W בשיפוע חיובי,https://www.youtube.com/watch?v=f8Z9VfyOFSo,WEIGHT,supine,medium,Incline W-Bar Skull Crusher,"The exercise 'Incline W-Bar Skull Crusher' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'סקול-קראשר מוט-W בשיפוע חיובי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
סטפ-אפ מדרגה,https://www.youtube.com/watch?v=56SXwuIViXY,WEIGHT,standing,medium,Step-Up low box,"The exercise 'Step-Up low box' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'סטפ-אפ מדרגה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת-מרפקים בפולי עליון חבל,https://www.youtube.com/watch?v=9WsXkYTz3JE,WEIGHT,standing,medium,Rope Cable Tricep Extension,"The exercise 'Rope Cable Tricep Extension' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת-מרפקים בפולי עליון חבל' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרחקת ירך בפולי תחתון רצועות איבר-בודד,https://www.youtube.com/watch?v=FcihozLiBpo,WEIGHT,standing,medium,Single-Leg Cable Hip Abduction,"The exercise 'Single-Leg Cable Hip Abduction' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרחקת ירך בפולי תחתון רצועות איבר-בודד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת חזה באחיזת סופינציה,https://www.youtube.com/watch?v=O_oJ6aVsADY,WEIGHT,supine,medium,Supination Grip barbell bench Press,"The exercise 'Supination Grip barbell bench Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת חזה באחיזת סופינציה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת חזה בסמיט,https://www.youtube.com/watch?v=KHbuzgF4nk4,WEIGHT,,medium,Smith Machine Chest Press,"The exercise 'Smith Machine Chest Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת חזה בסמיט' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים מוט-W,https://www.youtube.com/watch?v=qLaszSiESnI,WEIGHT,standing,medium,W-Bar Bicep Curl,"The exercise 'W-Bar Bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים מוט-W' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
חתירה משקולות יד בשיפוע חיובי,https://www.youtube.com/watch?v=q5XyWYD7zak,WEIGHT,supine,medium,Incline Dumbbell Row,"The exercise 'Incline Dumbbell Row' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'חתירה משקולות יד בשיפוע חיובי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
